,part_no,sales_order_mar,line_mar,date_promised_mar,master_order_mar,product_line,created_by_mar,value_mar,customer_mar,customer_po_no_mar,work_order_mar,description_mar,comment_mar,wip_text_mar,age_mar,owner_mar,order_type_mar,total_cost_mar,lab_hrs_mar,labour_mar,prod_receipt_mar,ap_invoices_mar,burden_mar,material_mar,sub_con_late_costs_mar,1st_date_mar,<_30_days_mar,31_60_days_mar,61_90_days_mar,91_120_days_mar,121_150_days_mar,151_180_days_mar,181_365_days_mar,over_1_year_mar,aged_wip_report,nan,warehouse_mar,quantity,avg._cost_mar,2024_12_18_00:00:00_mar,2025_01_22_00:00:00_mar,2025_02_21_00:00:00_mar,2024_03_22_00:00:00_mar,ytd_balance_mar,mrb_intranet_report_mar,"variance_
gl_vs._intranet_mar",last_6_months_activity_mar,unnamed:_21_mar,comment_5/24_mar,additional_comments,warehouse_jun,part_number,description_jun,qty,total_cost_jun,avg._cost_jun,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,sales_order_jun,line_jun,date_promised_jun,master_order_jun,pl___product_line,created_by_jun,value_jun,customer_jun,customer_po_no_jun,work_order_jun,part_description,comment_jun,wip_text_jun,age_jun,owner_jun,order_type_jun,total_cost_agedwip,lab_hrs_jun,labour_jun,prod_receipt_jun,ap_invoices_jun,burden_jun,material_jun,sub_con_late_costs_jun,1st_date_jun,<_30_days_jun,31_60_days_jun,61_90_days_jun,91_120_days_jun,121_150_days_jun,151_180_days_jun,181_365_days_jun,over_1_year_jun,part_number_mrb,account_name,part_number.1,2024_12_18_00:00:00_jun,2025_01_22_00:00:00_jun,2025_02_21_00:00:00_jun,2024_03_22_00:00:00_jun,2024_04_21_00:00:00,2024_05_21_00:00:00,2024_06_20_00:00:00,2024_07_20_00:00:00,2024_08_19_00:00:00,2024_09_18_00:00:00,2024_10_18_00:00:00,2024_11_17_00:00:00,2024_12_17_00:00:00,ytd_balance_jun,mrb_intranet_report_jun,"variance_
gl_vs._intranet_jun",last_6_months_activity_jun,unnamed:_20,unnamed:_21_jun,comment_5/24_jun,unnamed:_23,total_cost_change,qty_mar,qty_jun,quantity_change
109,1017501,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"INDICATOR, LIGHTED, YELLOW",0,0,0.0,0,0,42.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017501,"INDICATOR, LIGHTED, YELLOW",3.0,42.63,14.21,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,3.0,0.0
110,1017509,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"LAMP, LED, WEDGE, WHITE, 28 VDC",0,0,0.0,0,0,507.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,54.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017509,"LAMP, LED, WEDGE, WHITE, 28 VDC",54.0,507.6,9.4,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,54.0,54.0,0.0
111,101758-101,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"IMPELLER, D STAGE, C30",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,101758-101,"IMPELLER, D STAGE, C30",2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,2.0,0.0
112,1017867,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, METALLIC, SPRIAL WOUND",0,0,0.0,0,0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017867,"GASKET, METALLIC, SPRIAL WOUND",10.0,51.0,5.1,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.0,10.0,0.0
113,1017890,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 1.0 X 150#",0,0,0.0,0,0,9.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017890,"GASKET, SPIRAL WOUND, 1.0 X 150#",3.0,9.91,3.3,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,3.0,0.0
114,1017892,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 1.5 X 150#",0,0,0.0,0,0,40.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017892,"GASKET, SPIRAL WOUND, 1.5 X 150#",7.0,34.02,4.86,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.089999999999996,8.0,7.0,-1.0
115,1017893,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 2.0 X 150#",0,0,0.0,0,0,83.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017893,"GASKET, SPIRAL WOUND, 2.0 X 150#",25.0,82.48,3.3,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.25,26.0,25.0,-1.0
116,1017895,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 3.0 X 150#",0,0,0.0,0,0,93.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017895,"GASKET, SPIRAL WOUND, 3.0 X 150#",13.0,62.18,4.78,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-31.199999999999996,21.0,13.0,-8.0
117,1017897,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 3.0 X 600#",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017897,"GASKET, SPIRAL WOUND, 3.0 X 600#",1.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0
118,1017899,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 6.0 X 150#",0,0,0.0,0,0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017899,"GASKET, SPIRAL WOUND, 6.0 X 150#",8.0,10.23,1.28,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,8.0,0.0
119,1017905,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 2.0 X 300#",0,0,0.0,0,0,30.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017905,"GASKET, SPIRAL WOUND, 2.0 X 300#",12.0,30.98,2.58,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,12.0,12.0,0.0
120,1017907,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 3.0 X 300#",0,0,0.0,0,0,22.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017907,"GASKET, SPIRAL WOUND, 3.0 X 300#",13.0,22.88,1.76,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,13.0,13.0,0.0
121,1017908,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"GASKET, SPIRAL WOUND, 4.0 X 300#",0,0,0.0,0,0,10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1017908,"GASKET, SPIRAL WOUND, 4.0 X 300#",2.0,33.73,16.87,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23.509999999999998,2.0,2.0,0.0
122,1018016,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,HOSE,0,0,0.0,0,0,261.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,261.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1018016,HOSE,1.0,261.87,261.87,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0
123,1019210,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"LOCKNUT, 1/4-20, THIN, 304 SS",0,0,0.0,0,0,161.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,20.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1019210,"LOCKNUT, 1/4-20, THIN, 304 SS",8.0,161.68,20.21,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,8.0,0.0
124,1019246,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"COUPLING, FLEXMASTER",0,0,0.0,0,0,1188.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1188.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1019246,"COUPLING, FLEXMASTER",1.0,1188.12,1188.12,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0
125,1019428-301,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"PIPE ASSY,TO PT BRG",0,0,0.0,0,0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1019428-301,"PIPE ASSY,TO PT BRG",1.0,896.0,896.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0
126,1019498,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"HOSE, METAL FLEX",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1019498,"HOSE, METAL FLEX",1.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0
127,1020213-1,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,FUSE,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020213-1,FUSE,2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,2.0,0.0
128,1020213-2,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,FUSE,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020213-2,FUSE,3.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,3.0,0.0
129,1020213-3,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,FUSE,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020213-3,FUSE,2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,2.0,0.0
130,1020281-100,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"VALVE, COMBUSTOR DRAIN",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020281-100,"VALVE, COMBUSTOR DRAIN",5.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,5.0,0.0
131,1020408-100,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"KIT, FILTER, ELEMENT",0,0,0.0,0,0,718.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,239.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020408-100,"KIT, FILTER, ELEMENT",3.0,736.16,245.39,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.41999999999996,3.0,3.0,0.0
132,1020560,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"ELBOW, 90 DEGREE, CONDUIT",0,0,0.0,0,0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020560,"ELBOW, 90 DEGREE, CONDUIT",3.0,28.3,9.43,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,3.0,0.0
133,1020562,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,ELBOW,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020562,ELBOW,3.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,3.0,0.0
134,1020575,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"REDUCER,CONDUIT,0.75-0.50 NPT",0,0,0.0,0,0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020575,"REDUCER,CONDUIT,0.75-0.50 NPT",2.0,6.52,3.26,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,2.0,0.0
135,1020943,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,"LIGHT, PILOT, LED, AMBER",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1020943,"LIGHT, PILOT, LED, AMBER",10.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10.0,10.0,0.0
